recommendationid,language,voted_up,is_negative,review,review_clean,created_at,updated_at,review_date,review_year,review_month,author.steamid,author.num_games_owned,author.num_reviews
224238002,schinese,FALSE,TRUE,首发一直没完，目前优化问题似乎是没有了。但即便是基于现在的这个稳定版，这个游戏也无法让我推荐给其他人，哪怕我可能还会接着玩下去。 总的来说，游戏能看出来其实是有用心去做的，堆料和细节都不少，只是方向出了大问题，脱离实际需求完全沉浸在自己的虚空画靶里面了。 1. 大部分的环境设计是不错的（丰饶期），但是糟糕的光影特效毁了一切。生态也有很多细节，（优化后、打了光影补丁后）看着确实惊艳，但没有玩法去驱动消费这些内容。 2. 剧情本身如何见仁见智，至少在叙事模式上比前作那种纯读任务日志是有进步的。下位确实很流畅。但追求流畅的叙事体验不代表需要将玩法简化到如此地步，播片->打怪->站桩对话->循环。新玩家走马观花没来得及体验更多深入玩法早早 AFK，老玩家只会觉得不适应被裹挟。 3. 村庄里 NPC 的日常生活有不少细节，对话有一点内容但不多，但是依然，没有设计相关玩法，和主线流程中重叙事的体验很割裂。 4. 新怪物的数量是平均水准，但终盘设计让人只会重复着去打少数几个怪。 5. 武器动作设计能看出来有着自己的思路，但在强推不科学的集中模式，降低门槛的同时依然要把持着“追求狩猎真实感”的设计者的“尊严”，让一个动作游戏的动作手感变得黏稠稀烂。至于是出于什么原因不去继承前作中一些得到游玩数据支撑的优秀动作设计，我想一定是出于设计师的自我挑战，而不是网传的什么内斗对吧？ 6. 历经这么几次更新后来看，总体产能是勉强够的，但光是深度联动就有两个，是否应该考虑一下 ARPG 和 MMO/FTG 的受众究竟会有多大的重合度？ 相当多的左右脑互搏，相当多的自我感动和傲慢，相当少的项目经营和管理能力，一手好牌打个稀巴烂。,首发一直没完 目前优化问题似乎是没有了 但即便是基于现在的这个稳定版 这个游戏也无法让我推荐给其他人 哪怕我可能还会接着玩下去 总的来说 游戏能看出来其实是有用心去做的 堆料和细节都不少 只是方向出了大问题 脱离实际需求完全沉浸在自己的虚空画靶里面了 大部分的环境设计是不错的 丰饶期 但是糟糕的光影特效毁了一切 生态也有很多细节 优化后 打了光影补丁后 看着确实惊艳 但没有玩法去驱动消费这些内容 剧情本身如何见仁见智 至少在叙事模式上比前作那种纯读任务日志是有进步的 下位确实很流畅 但追求流畅的叙事体验不代表需要将玩法简化到如此地步 播片 >打怪 >站桩对话 >循环 新玩家走马观花没来得及体验更多深入玩法早早 afk 老玩家只会觉得不适应被裹挟 村庄里 npc 的日常生活有不少细节 对话有一点内容但不多 但是依然 没有设计相关玩法 和主线流程中重叙事的体验很割裂 新怪物的数量是平均水准 但终盘设计让人只会重复着去打少数几个怪 武器动作设计能看出来有着自己的思路 但在强推不科学的集中模式 降低门槛的同时依然要把持着 追求狩猎真实感 的设计者的 尊严 让一个动作游戏的动作手感变得黏稠稀烂 至于是出于什么原因不去继承前作中一些得到游玩数据支撑的优秀动作设计 我想一定是出于设计师的自我挑战 而不是网传的什么内斗对吧 历经这么几次更新后来看 总体产能是勉强够的 但光是深度联动就有两个 是否应该考虑一下 arpg 和 mmo ftg 的受众究竟会有多大的重合度 相当多的左右脑互搏 相当多的自我感动和傲慢 相当少的项目经营和管理能力 一手好牌打个稀巴烂,2026-04-27T20:18:48Z,2026-04-27T20:18:48Z,2026-04-27,2026,2026-04,76561198148830816,264,5
224226736,schinese,FALSE,TRUE,动不动就崩溃，我两台机器玩，用5080比6650还卡，还有游星欧米茄这种SB怪到底是怎么设计出来的，让它一炮把制作人的马喷死,动不动就崩溃 我两台机器玩 用 比 还卡 还有游星欧米茄这种sb怪到底是怎么设计出来的 让它一炮把制作人的马喷死,2026-04-27T17:09:03Z,2026-04-27T17:09:03Z,2026-04-27,2026,2026-04,76561198410959968,89,4
224225449,schinese,TRUE,FALSE,好,好,2026-04-27T16:47:29Z,2026-04-27T16:47:29Z,2026-04-27,2026,2026-04,76561199051597824,0,1
224221558,schinese,FALSE,TRUE,哪來這麽多的壓起身,哪來這麽多的壓起身,2026-04-27T15:45:09Z,2026-04-27T15:45:09Z,2026-04-27,2026,2026-04,76561198391845680,89,11
224218052,schinese,FALSE,TRUE,垃圾优化,垃圾优化,2026-04-27T14:48:12Z,2026-04-27T14:48:12Z,2026-04-27,2026,2026-04,76561199192429616,0,3
224218019,schinese,FALSE,TRUE,这游戏刚出的时候二话不说也就冲了，不管网上各种骂卡婊骂优化骂内容我都不听！我就是冲！！ 然后我信心满满的打开了游戏，很好，很卡，各种掉帧，各种尝试调教甚至用上了小黄鸭。皇天不负有心人终于达到了惊人的40帧！非常好！忍受着吃shi一般的画面但仍未阻挡我的热情脚步，一步一步给啃了70小时，终于！打完了锁刃龙这个垃圾，感兴趣的也满满肝完了，看着还需两三月才解锁后续的剧情和怪物我的心就像有什么东西轻松了许多。。或许在想终于忍受着打完了，也或许期待着之后的剧情和优化，内心平静且安详。 时隔近一年的现在，我突然想起了那段时光里心脏的悸动，和对怪猎世界的向往，终于是想起了还有荒野在默默的等待着我。于是我又二话不说的下载回这个可爱又可恨的它，当它下载完成的那一刻，我明显感觉到这个世界色彩都丰富了许多，这可能就是我与怪猎的羁绊吧！怀着激动的难掩的心，颤抖的手，认真对准光标点击开始游戏的这一刻 我cnm的闪退！！！,这游戏刚出的时候二话不说也就冲了 不管网上各种骂卡婊骂优化骂内容我都不听 我就是冲 然后我信心满满的打开了游戏 很好 很卡 各种掉帧 各种尝试调教甚至用上了小黄鸭 皇天不负有心人终于达到了惊人的 帧 非常好 忍受着吃shi一般的画面但仍未阻挡我的热情脚步 一步一步给啃了 小时 终于 打完了锁刃龙这个垃圾 感兴趣的也满满肝完了 看着还需两三月才解锁后续的剧情和怪物我的心就像有什么东西轻松了许多 或许在想终于忍受着打完了 也或许期待着之后的剧情和优化 内心平静且安详 时隔近一年的现在 我突然想起了那段时光里心脏的悸动 和对怪猎世界的向往 终于是想起了还有荒野在默默的等待着我 于是我又二话不说的下载回这个可爱又可恨的它 当它下载完成的那一刻 我明显感觉到这个世界色彩都丰富了许多 这可能就是我与怪猎的羁绊吧 怀着激动的难掩的心 颤抖的手 认真对准光标点击开始游戏的这一刻 我cnm的闪退,2026-04-27T14:47:41Z,2026-04-27T14:51:21Z,2026-04-27,2026,2026-04,76561198169994288,0,4
224212827,schinese,FALSE,TRUE,你看看你，再看看人家红色沙漠,你看看你 再看看人家红色沙漠,2026-04-27T13:12:13Z,2026-04-27T13:12:13Z,2026-04-27,2026,2026-04,76561198000300864,472,31
224206985,schinese,TRUE,FALSE,2026年2月时我入手荒野，打完世界的我看着荒野评论区的一篇篇差评还是决定试试水，游玩下来后我才明白那句话：你可以说荒野什么都不行，但是不能说它不好玩。荒野的最大问题无非就是两个，优化和制作人的态度，优化方面虽然依旧拉跨，但是已经可以流畅游玩了，而德田那边很明显一开始沉浸在自己的世界里，被玩家冲了后才后知后觉，后续荒野更新大型DLC，过几年玩家的配置都更新了，荒野的风评会变得更好。,年 月时我入手荒野 打完世界的我看着荒野评论区的一篇篇差评还是决定试试水 游玩下来后我才明白那句话 你可以说荒野什么都不行 但是不能说它不好玩 荒野的最大问题无非就是两个 优化和制作人的态度 优化方面虽然依旧拉跨 但是已经可以流畅游玩了 而德田那边很明显一开始沉浸在自己的世界里 被玩家冲了后才后知后觉 后续荒野更新大型dlc 过几年玩家的配置都更新了 荒野的风评会变得更好,2026-04-27T10:57:54Z,2026-04-27T10:57:54Z,2026-04-27,2026,2026-04,76561198873369984,0,11
224205076,schinese,FALSE,TRUE,太拉了 所有怪物猎人系列作品里面最差的,太拉了 所有怪物猎人系列作品里面最差的,2026-04-27T10:04:07Z,2026-04-27T10:04:07Z,2026-04-27,2026,2026-04,76561198124167488,104,4
224202922,schinese,FALSE,TRUE,打的累，内容少,打的累 内容少,2026-04-27T09:00:32Z,2026-04-27T09:00:32Z,2026-04-27,2026,2026-04,76561198146312656,168,7
224197339,schinese,FALSE,TRUE,怪少的可怜还用一堆换皮敷衍，狗屎一样的武器平衡 历战王还锁那B荒芜期，你不会觉得那B天气灰蒙蒙一片玩家看的很爽是吧？？？ 丁真返乡那剧情我都懒得骂了反正不重要，最重要的一点，后面的怪全是单纯的加速度加数值，你让我重武器怎么打，我打牛魔酬宾打,怪少的可怜还用一堆换皮敷衍 狗屎一样的武器平衡 历战王还锁那b荒芜期 你不会觉得那b天气灰蒙蒙一片玩家看的很爽是吧 丁真返乡那剧情我都懒得骂了反正不重要 最重要的一点 后面的怪全是单纯的加速度加数值 你让我重武器怎么打 我打牛魔酬宾打,2026-04-27T06:01:41Z,2026-04-27T06:01:41Z,2026-04-27,2026,2026-04,76561198969104144,0,1
224194526,schinese,FALSE,TRUE,我将在114514年后进行名为好评的第一弹大型免费更新，具体差评原因将作为付费内容发售,我将在 年后进行名为好评的第一弹大型免费更新 具体差评原因将作为付费内容发售,2026-04-27T04:34:34Z,2026-04-27T04:34:34Z,2026-04-27,2026,2026-04,76561199875508560,11,3
224190574,schinese,FALSE,TRUE,谢谢你让我提前买上便宜的内存条,谢谢你让我提前买上便宜的内存条,2026-04-27T02:54:56Z,2026-04-27T02:54:56Z,2026-04-27,2026,2026-04,76561198244587136,174,5
224185277,schinese,FALSE,TRUE,一直闪退！,一直闪退,2026-04-27T00:46:23Z,2026-04-27T00:46:23Z,2026-04-27,2026,2026-04,76561199104727632,49,5
224182796,schinese,TRUE,FALSE,2026年4月27日 纯新手刚入坑到第四章，前两作都玩不下去退款了，但这个荒野确实挺好玩，整体都挺喜欢，该说不说至少不用满宇宙到处看脚印找怪了。 优化方面没发现有任何问题，非常丝滑流畅，可能是我入坑之前优化好了？那现在喊优化差的真不用换配置吗。 剧情确实逆天，[spoiler]那个和怪物共情的小黑球还喊我老师，能直接逐出师门吗[/spoiler]。 唯一难受的就只有怪猎祖传特色，攻击不跟随视角朝向，不开集中模式不能转向，开了又影响移速。我用手柄玩的，试了下键鼠开集中模式要比手柄推摇杆强太多了，但键鼠玩近战整体上感觉不如手柄一根。这点只能强行适应了。,年 月 日 纯新手刚入坑到第四章 前两作都玩不下去退款了 但这个荒野确实挺好玩 整体都挺喜欢 该说不说至少不用满宇宙到处看脚印找怪了 优化方面没发现有任何问题 非常丝滑流畅 可能是我入坑之前优化好了 那现在喊优化差的真不用换配置吗 剧情确实逆天 spoiler 那个和怪物共情的小黑球还喊我老师 能直接逐出师门吗 spoiler 唯一难受的就只有怪猎祖传特色 攻击不跟随视角朝向 不开集中模式不能转向 开了又影响移速 我用手柄玩的 试了下键鼠开集中模式要比手柄推摇杆强太多了 但键鼠玩近战整体上感觉不如手柄一根 这点只能强行适应了,2026-04-26T23:51:16Z,2026-04-26T23:52:33Z,2026-04-26,2026,2026-04,76561198038301424,174,8
224182052,schinese,FALSE,TRUE,别买,别买,2026-04-26T23:35:25Z,2026-04-26T23:35:25Z,2026-04-26,2026,2026-04,76561198137233024,0,9
224172796,schinese,FALSE,TRUE,纯粹的垃圾,纯粹的垃圾,2026-04-26T20:44:20Z,2026-04-26T20:44:20Z,2026-04-26,2026,2026-04,76561199098862080,0,24
224133838,schinese,TRUE,FALSE,赶上优化在玩的，新手友好这一块，集中系统堪称完美，双刀虾史诗级级加强。电影级叙事沉浸感拉满，剧情唯一败笔就是那个黑皮丁真。生态中规中矩，最重要的是龙太少了，最终升级也就加了一条，期待G位表现。,赶上优化在玩的 新手友好这一块 集中系统堪称完美 双刀虾史诗级级加强 电影级叙事沉浸感拉满 剧情唯一败笔就是那个黑皮丁真 生态中规中矩 最重要的是龙太少了 最终升级也就加了一条 期待g位表现,2026-04-26T11:35:54Z,2026-04-26T11:35:54Z,2026-04-26,2026,2026-04,76561198772947408,13,1
224125588,schinese,FALSE,TRUE,妈的天天出错天天出错，纯™傻逼游戏。卸载了,妈的天天出错天天出错 纯™傻逼游戏 卸载了,2026-04-26T09:06:17Z,2026-04-26T09:06:17Z,2026-04-26,2026,2026-04,76561199108567360,22,2
224124730,schinese,FALSE,TRUE,一坨,一坨,2026-04-26T08:50:09Z,2026-04-26T08:50:09Z,2026-04-26,2026,2026-04,76561198416936128,0,8
224121963,schinese,FALSE,TRUE,傻逼德田做的依托大粪，欢迎品尝，后期的狩猎任务一个比一个粪，德田是不是吃屎长大的，成人了，有报复心理想让大家都吃屎，我超了DLC别鸡巴让德田做了赶紧让他滚蛋吧。顺带一提优化确实比刚开始发售时好多了，笔电3060 6G显存畅玩，想吃德田做的这一坨屎的可以试试,傻逼德田做的依托大粪 欢迎品尝 后期的狩猎任务一个比一个粪 德田是不是吃屎长大的 成人了 有报复心理想让大家都吃屎 我超了dlc别鸡巴让德田做了赶紧让他滚蛋吧 顺带一提优化确实比刚开始发售时好多了 笔电 g显存畅玩 想吃德田做的这一坨屎的可以试试,2026-04-26T07:55:43Z,2026-04-26T07:55:43Z,2026-04-26,2026,2026-04,76561199055947088,39,7
224103945,schinese,FALSE,TRUE,招笑卡普空没G位怪 玩个G8,招笑卡普空没g位怪 玩个g,2026-04-26T01:33:18Z,2026-04-26T01:33:18Z,2026-04-26,2026,2026-04,76561199859733856,0,2
224103943,schinese,FALSE,TRUE,自己设计的怪自己打过没有？遍地乱跑擦着就猫，数值拿脚填出来的,自己设计的怪自己打过没有 遍地乱跑擦着就猫 数值拿脚填出来的,2026-04-26T01:33:17Z,2026-04-26T01:33:17Z,2026-04-26,2026,2026-04,76561199184433952,0,1
224096423,schinese,FALSE,TRUE,这游戏闪退到没完没了，好几次刚打完关键怪就闪退，搞得人心态炸裂。 从没玩过优化这么差的一作。 游戏能做就做，做不了就别做。 预购了豪华版的自己简直像个小丑tmd。 【第一次给游戏写评价就是被气得感觉不得不写差评，卡普空真有你的啊……,这游戏闪退到没完没了 好几次刚打完关键怪就闪退 搞得人心态炸裂 从没玩过优化这么差的一作 游戏能做就做 做不了就别做 预购了豪华版的自己简直像个小丑tmd 第一次给游戏写评价就是被气得感觉不得不写差评 卡普空真有你的啊,2026-04-25T22:57:14Z,2026-04-25T22:58:42Z,2026-04-25,2026,2026-04,76561198084621920,0,1
224069946,schinese,TRUE,FALSE,9星之后怪物突然速度变得好快好快，伤害数值也变得好高好高，连续失误两次几乎必死，有些怪物还有假动作，但是赢了获得的成就感好强，因为护石和饰品提供的帮助几乎没有，所以狠狠的挑战低失误甚至零失误，喜欢受苦的玩家应该会很喜欢后期内容,星之后怪物突然速度变得好快好快 伤害数值也变得好高好高 连续失误两次几乎必死 有些怪物还有假动作 但是赢了获得的成就感好强 因为护石和饰品提供的帮助几乎没有 所以狠狠的挑战低失误甚至零失误 喜欢受苦的玩家应该会很喜欢后期内容,2026-04-25T16:36:39Z,2026-04-25T16:40:10Z,2026-04-25,2026,2026-04,76561198366027056,0,2
224064145,schinese,FALSE,TRUE,游戏终盘了还能弹报错无敌了。,游戏终盘了还能弹报错无敌了,2026-04-25T15:17:38Z,2026-04-25T15:17:38Z,2026-04-25,2026,2026-04,76561199513183136,56,1
224055306,schinese,FALSE,TRUE,电脑里有一款打不开的游戏,电脑里有一款打不开的游戏,2026-04-25T13:13:11Z,2026-04-25T13:13:11Z,2026-04-25,2026,2026-04,76561198437312976,0,1
224038004,schinese,TRUE,FALSE,非常好玩,非常好玩,2026-04-25T07:45:15Z,2026-04-25T07:45:15Z,2026-04-25,2026,2026-04,76561199196782576,0,1
224036289,schinese,FALSE,TRUE,卡婊纯属死了妈了，一堆bug优化不说了。装聋当巨婴，都是玩家恶意造谣，我们卡普空就是这么冰清玉洁。不好好做游戏内容，天天管mod，玩家打mod你得跪着接受，真分不清楚谁是爹了是吧。真的后悔首发买，以后凡是卡普空的游戏我都不买。,卡婊纯属死了妈了 一堆bug优化不说了 装聋当巨婴 都是玩家恶意造谣 我们卡普空就是这么冰清玉洁 不好好做游戏内容 天天管mod 玩家打mod你得跪着接受 真分不清楚谁是爹了是吧 真的后悔首发买 以后凡是卡普空的游戏我都不买,2026-04-25T07:06:32Z,2026-04-25T07:06:32Z,2026-04-25,2026,2026-04,76561199156281520,0,2
224035116,schinese,FALSE,TRUE,首先，内容少的可怜，其次狂出粪怪，最后教玩家玩游戏，优化一坨屎，一句话：操作感不如曙光，内容不如世界，建议：不要买,首先 内容少的可怜 其次狂出粪怪 最后教玩家玩游戏 优化一坨屎 一句话 操作感不如曙光 内容不如世界 建议 不要买,2026-04-25T06:37:56Z,2026-04-25T06:37:56Z,2026-04-25,2026,2026-04,76561198350703280,56,1
224034440,schinese,TRUE,FALSE,怪物猎人：荒野，好玩的那部分是怪物猎人（多年的基本），引来诸多差评的部分是荒野（荒野新加的改动）。双武器，莫名其妙，并非完全没有用，但是就那么点用处，轻弩切出2把一样的持续输出，以及打巨戟龙切换属性（也不是必须的），其他情况下几乎都是意义不明。伤口系统，我会说比钩爪软化好，但是还是不够好，而伤口处决，有些武器的处决过于幽默，影响伤口系统整体评价是正常的。优化差，其实除了测试版，我真没有见过多边形，测试版那是真的掉帧，加卡模型，后来正式版配置勉强能开中高跑，我没有体验到最差的情况，经过几次补丁以后优化好了一些，我帧率也提升了。怪少，没得洗，出一堆肝的要死的随机东西，没得洗，一开始就把机械武器都出了，没得洗。打折力度大的时候推荐，不打折的时候不推荐。看DLC换人能不能搅好吧。,怪物猎人 荒野 好玩的那部分是怪物猎人 多年的基本 引来诸多差评的部分是荒野 荒野新加的改动 双武器 莫名其妙 并非完全没有用 但是就那么点用处 轻弩切出 把一样的持续输出 以及打巨戟龙切换属性 也不是必须的 其他情况下几乎都是意义不明 伤口系统 我会说比钩爪软化好 但是还是不够好 而伤口处决 有些武器的处决过于幽默 影响伤口系统整体评价是正常的 优化差 其实除了测试版 我真没有见过多边形 测试版那是真的掉帧 加卡模型 后来正式版配置勉强能开中高跑 我没有体验到最差的情况 经过几次补丁以后优化好了一些 我帧率也提升了 怪少 没得洗 出一堆肝的要死的随机东西 没得洗 一开始就把机械武器都出了 没得洗 打折力度大的时候推荐 不打折的时候不推荐 看dlc换人能不能搅好吧,2026-04-25T06:23:22Z,2026-04-25T06:23:22Z,2026-04-25,2026,2026-04,76561198061818640,144,11
224010207,schinese,FALSE,TRUE,2个晚上4个小时就能用初始的装备通关主线，一点内容都没有，怪物血量平衡做的也很幽默,个晚上 个小时就能用初始的装备通关主线 一点内容都没有 怪物血量平衡做的也很幽默,2026-04-24T21:40:45Z,2026-04-24T21:40:45Z,2026-04-24,2026,2026-04,76561198105608304,258,13
224008521,schinese,FALSE,TRUE,妮码的勾式晚翼,妮码的勾式晚翼,2026-04-24T21:11:53Z,2026-04-24T21:11:53Z,2026-04-24,2026,2026-04,76561198324598560,68,2
223982627,schinese,FALSE,TRUE,晒比游戏,晒比游戏,2026-04-24T14:34:44Z,2026-04-24T14:34:44Z,2026-04-24,2026,2026-04,76561199205862352,0,2
223974613,schinese,FALSE,TRUE,差评,差评,2026-04-24T12:27:06Z,2026-04-24T12:27:06Z,2026-04-24,2026,2026-04,76561199271795792,15,2
223970347,schinese,FALSE,TRUE,世界玩了800小时，崛起曙光玩了300小时，也不知道是对怪物猎人疲劳了还是怎么了，荒野整个玩不下去，硬着头皮玩，什么狗屁开放世界剧情，贼他妈烦，贼傻逼，主副武器，脏兮兮的画面，又是魔幻怪物，草泥马，打折买的也玩的像吃屎，删了，草，纸钱就当烧给卡婊了！！！！！！！,世界玩了 小时 崛起曙光玩了 小时 也不知道是对怪物猎人疲劳了还是怎么了 荒野整个玩不下去 硬着头皮玩 什么狗屁开放世界剧情 贼他妈烦 贼傻逼 主副武器 脏兮兮的画面 又是魔幻怪物 草泥马 打折买的也玩的像吃屎 删了 草 纸钱就当烧给卡婊了,2026-04-24T11:02:09Z,2026-04-24T11:02:09Z,2026-04-24,2026,2026-04,76561198181203600,102,27
223961875,schinese,FALSE,TRUE,垃圾游戏,垃圾游戏,2026-04-24T07:19:43Z,2026-04-24T07:19:43Z,2026-04-24,2026,2026-04,76561199078226096,66,13
223920889,schinese,FALSE,TRUE,优化差什么的老生常谈了，你终盘了放这几只怪我也忍了，终盘这些怪各种一下空血，不明真相的小连招直接给你带走，世界的终盘怪也没这么粪吧！回归第一天被打的一脸懵逼，这是人玩的？,优化差什么的老生常谈了 你终盘了放这几只怪我也忍了 终盘这些怪各种一下空血 不明真相的小连招直接给你带走 世界的终盘怪也没这么粪吧 回归第一天被打的一脸懵逼 这是人玩的,2026-04-23T16:31:20Z,2026-04-23T16:31:20Z,2026-04-23,2026,2026-04,76561198074144048,0,3
223920546,schinese,FALSE,TRUE,无聊，除了给怪堆那些满血秒人的攻击力，屁创意也没看出来。,无聊 除了给怪堆那些满血秒人的攻击力 屁创意也没看出来,2026-04-23T16:26:09Z,2026-04-23T16:26:09Z,2026-04-23,2026,2026-04,76561198142867264,0,1
223919236,schinese,FALSE,TRUE,本体终盘之后才开始玩的，能玩但是没必要，剧情写得没什么意思，抓环境生物让我身心俱疲，以及我都买怪物猎人了卡普空你猜我喜不喜欢打机器人。,本体终盘之后才开始玩的 能玩但是没必要 剧情写得没什么意思 抓环境生物让我身心俱疲 以及我都买怪物猎人了卡普空你猜我喜不喜欢打机器人,2026-04-23T16:05:04Z,2026-04-23T16:05:04Z,2026-04-23,2026,2026-04,76561199315059456,0,5
223906858,schinese,FALSE,TRUE,网络堪忧，裸连和加速器都会过几天就出现彻底连不上的情况,网络堪忧 裸连和加速器都会过几天就出现彻底连不上的情况,2026-04-23T12:42:14Z,2026-04-23T12:42:14Z,2026-04-23,2026,2026-04,76561198125409520,51,1
223902183,schinese,TRUE,FALSE,本人收回2025年三月份至2026年五月份对《怪物猎人:荒野》的一切诋毁。 《怪物猎人:荒野》是一款画质优秀，狩猎过程沉浸感高，与朋友联机狩猎无障碍，玩家成长路线明确的正统怪猎续作。,本人收回 年三月份至 年五月份对 怪物猎人 荒野 的一切诋毁 怪物猎人 荒野 是一款画质优秀 狩猎过程沉浸感高 与朋友联机狩猎无障碍 玩家成长路线明确的正统怪猎续作,2026-04-23T11:02:35Z,2026-04-30T11:09:47Z,2026-04-23,2026,2026-04,76561199137585184,0,3
223902132,schinese,FALSE,TRUE,优化就是砍怪物材质和模型面数，真是无敌了，本来我其他全低材质高玩的好好的，非要硬卡我材质搞欺诈，那庆典手β都他妈多边形了，怎么不见你把花花草草和环境生物砍砍，路边的石头和路人是马赛克的，虫棍bug是修不好的，怪是越来越多动的，亲儿子武器跟别的武器玩的都不像是一个游戏，赶紧然傻卵德田滚蛋吧，有德田的怪猎我不会再预购了,优化就是砍怪物材质和模型面数 真是无敌了 本来我其他全低材质高玩的好好的 非要硬卡我材质搞欺诈 那庆典手β都他妈多边形了 怎么不见你把花花草草和环境生物砍砍 路边的石头和路人是马赛克的 虫棍bug是修不好的 怪是越来越多动的 亲儿子武器跟别的武器玩的都不像是一个游戏 赶紧然傻卵德田滚蛋吧 有德田的怪猎我不会再预购了,2026-04-23T11:01:35Z,2026-04-23T11:01:35Z,2026-04-23,2026,2026-04,76561198405028912,124,4
223901582,schinese,FALSE,TRUE,还我钱,还我钱,2026-04-23T10:48:38Z,2026-04-23T10:48:38Z,2026-04-23,2026,2026-04,76561198321382832,0,4
223897396,schinese,TRUE,FALSE,原来以为一坨翔，现在看还可以,原来以为一坨翔 现在看还可以,2026-04-23T08:58:40Z,2026-04-23T08:58:40Z,2026-04-23,2026,2026-04,76561199766898032,0,1
